period,artifact,dcterms:coverage_temporal,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,significance,source_name
41BT283,Marshall Ford,,,-2150,-1550,,http://n2t.net/ark:/99152/p0qkjhb7dxw,0.01,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV495,Prehistoric,,,-12550,1690,,,0.001,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR665,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV2305,Prehistoric,,,-12550,1690,,,0.006,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV1849,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.056,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41ME8,Late Prehistoric,Edwards Point,1100,,,800,,0.001,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT105,Prehistoric,,,-12550,1690,,,0.001,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV1853,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.006,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT380,Prehistoric,,,-12550,1690,,,0.014,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV228,Prehistoric,,,-12550,1690,,,0.003,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR665,Prehistoric,,,-12550,1690,,,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT101,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR663,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.014,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT419,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT155,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV507,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.038,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV507,Prehistoric,,,-12550,1690,,,0.038,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV250,Prehistoric,,,-12550,1690,,,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41MK46,Prehistoric,,,-12550,1690,,,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT283,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT389,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.004,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KM46,Prehistoric,,,-12550,1690,,,0.001,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT364,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41LL479,Prehistoric,Ensor Point,2199,,,1400,,0.005,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV499,Early Historic,,1730,1690,1720,,http://n2t.net/ark:/99152/p07fthdjjrw,0.051,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV508,Prehistoric,,,-12550,1690,,,0.049,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV1849,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.056,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV169,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV169,Prehistoric,,,-12550,1690,,,0.01,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV2288,Prehistoric,,,-12550,1690,,,0.015,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR593,Prehistoric,,,-12550,1690,,,0.003,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV2291,Prehistoric,,,-12550,1690,,,0.018,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR665,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR669,Prehistoric,,,-12550,1690,,,0.005,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR668,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41ME192,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.004,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV1835,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT148,Prehistoric,,,-12550,1690,,,0.001,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV1849,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.056,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41LL480,Prehistoric,,,-12550,1690,,,0.003,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR200,Prehistoric,,,-12550,1690,,,0.023,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV2291,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.018,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR649,Prehistoric,,,-12550,1690,,,0.029,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT147,Prehistoric,,,-12550,1690,,,0.001,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR667,Prehistoric,,,-12550,1690,,,0.009,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41TV500,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.019,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41KR649,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.029,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41BT424,Prehistoric,,,-12550,1690,,,0.01,"LCRA_AR_18_LCRA Annual_Report_of_CRI_for_2008_TAC_4779_2009.txt"
41LL483,Prehistoric,,,-12550,1690,,,0.003,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS90,Prehistoric,,,-12550,1690,,,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KR684,Prehistoric,,,-12550,1690,,,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT65,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS87,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.034,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT342,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.012,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV476,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC154,Late Archaic,Pedernales Point,2999,,,1999,,0.015,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41PC90,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL4881,Prehistoric,,,-12550,1690,,,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS87,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.034,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS94,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.014,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS92,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL424,Prehistoric,Darl Point,2499,,,1300,,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41GL1,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41GL44,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL482,Prehistoric,,,-12550,1690,,,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT96,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT100,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT105,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS95,Prehistoric,,,-12550,1690,,,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT418,Prehistoric,,,-12550,1690,,,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV2270,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KR517,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT411,Prehistoric,,,-12550,1690,,,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KE80,Prehistoric,,,-12550,1690,,,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT36,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.036,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT307,Prehistoric,,,-12550,1690,,,0.009,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC156,Prehistoric,,,-12550,1690,,,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC153,Prehistoric,,,-12550,1690,,,0.014,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT215,Prehistoric,,,-12550,1690,,,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS88,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT389,Prehistoric,,,-12550,1690,,,0.01,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL435,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL432,Prehistoric,,,-12550,1690,,,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT105,Prehistoric,,,-12550,1690,,,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT438,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41PC555,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV2182,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.006,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT168,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT101,Prehistoric,,,-12550,1690,,,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL493,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS94,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.014,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC1,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS90,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT438,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT363,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT336,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.016,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KE166,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41PC670,Prehistoric,,,-12550,1690,,,0.015,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT342,Prehistoric,,,-12550,1690,,,0.012,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT169,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.028,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL354,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.022,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS93,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.011,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KE82,Prehistoric,,,-12550,1690,,,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT171,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KR510,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT169,Prehistoric,,,-12550,1690,,,0.028,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL354,Prehistoric,,,-12550,1690,,,0.022,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KE81,Prehistoric,,,-12550,1690,,,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT37,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.027,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS91,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL494,Prehistoric,,,-12550,1690,,,0.016,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41HY466,Prehistoric,,,-12550,1690,,,0.006,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT260,Prehistoric,,,-12550,1690,,,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL495,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT37,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.027,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC157,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT417,Prehistoric,,,-12550,1690,,,0.006,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT412,Prehistoric,Pedernales Point,2999,,,1999,,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT37,Prehistoric,,,-12550,1690,,,0.027,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV1051,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KR504,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV482,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT170,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.031,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT260,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT438,Prehistoric,,,-12550,1690,,,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV477,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KR519,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.003,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT41,Prehistoric,,,-12550,1690,,,0.022,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT171,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV484,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.006,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS89,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.01,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41HY466,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.006,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT166,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KR682,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL494,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.016,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT100,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT100,Prehistoric,,,-12550,1690,,,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT362,Prehistoric,,,-12550,1690,,,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41KE93,Late Archaic I,,,-2299,-0599,,http://n2t.net/ark:/99152/p0t3585kxnj,0.002,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT172,Prehistoric,,,-12550,1690,,,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41GL45,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.003,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT272,Late Archaic II,,,-0599,0600,,http://n2t.net/ark:/99152/p0t35856b5j,0.011,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT377,Prehistoric,,,-12550,1690,,,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV2182,Prehistoric,,,-12550,1690,,,0.006,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TG536,Prehistoric,,,-12550,1690,,,0.003,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT170,Prehistoric,,,-12550,1690,,,0.031,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV482,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC114,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL428,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.001,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS94,Prehistoric,,,-12550,1690,,,0.014,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT389,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT36,Prehistoric,,,-12550,1690,,,0.036,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41LL495,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.008,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT411,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41MS89,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.01,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT364,Prehistoric,,,-12550,1690,,,0.004,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT260,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.013,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC154,Prehistoric,,,-12550,1690,,,0.015,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BC155,Prehistoric,,,-12550,1690,,,0.011,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT169,Marshall Ford,,,-2150,-1550,,http://n2t.net/ark:/99152/p0qkjhb7dxw,0.028,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV476,Prehistoric,,,-12550,1690,,,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41TV483,Middle Archaic,Martindale Point,6999,,,4999,,0.005,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT336,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.016,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT295,Prehistoric,,,-12550,1690,,,0.003,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
41BT410,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.007,"LCRA_AR_19_Annual_Report_of_CRI_for_2009_TAC_5141_2010.txt"
